,Unnamed: 0,comment
827,827,"Pertanyaanya...? 
Jokowi tidak presiden lagi... 
Tapi kok masih mau bahlil di perintah jokowi..? 

Kok bisa ya...? 😂😂😂
Ini yg perlu dipertanyakan... !!! 

Lagian klw jokowi turun kampanye... 
Kepentinganya apa ya...? 
Rakyat Indonesia harus mulai berfikir lebih kritis... !!! 
Apa sih tujuan jokowi...? 
Jokowi bukan ketum partai
Tapi kok heboh ikut2 kampanye..? 
Apa sih mau nya...? 
Agak laen emang ya...pak jokowi ni... 😂😂😂

Udah lebih baik nyantai aja pasca purnatugas nya. 😂😂😂
Ni mala serasa kurang kerjaan aja😂😂😂

Pak Prabowo kasih kerjaan utk pak jomowi biar gk nampak x kurang kerjaannya... 

Atw pak jokowi minta kerja aja sama anaknya... 
Klw presiden punya penasehat presiden... 

Pak jokowi jadi penasehat wakil presiden... 
Ya wlw secara naturalnya emank penasehat nya pak wapres... 

Cuman klw secara kenagaraan kan perlu di sahkan secara administrasi nya... 

Gimana pak jokowi...? 
Cocok kan kerjaan yg aku usulkan utk bapak. 

Lawak lo pak Jok... 😂😂😂"
828,828,No more mulyono
829,829,Muak dgn cara2 licik mulyono dan kroni2nya
830,830,"Kerja kotor....Kotor juga hasilnya.
Kerja sadis.... Sadis juga hasilnya.
Rakyat harus cerdas menentukan pilihannya ."
831,831,"Pak prabowo hrs htht terhadap orang orang jokowi yg disusupkan di gerindra bisa bisa nnti membayakan pak prabowo spt Ara S , Noel, efendi S, Bobby N, Budiman S,"
832,832,"jokowi turun gungung = buzzer turun langsung, lebih militan haha... sebar komen argumentasi sama. paling banter adalah ""say no to banteng"" , itu doang tapi yang esensial, sisanya,... gaya gaya buzzer ga jelas."
833,833,"Mari gunakan Akal Sehat, Nurani dan Kecerdasan. 
Bg bangsa yg sebesar ini jangan menjadi bodoh akut, waktunya tenggelamkan pengaruh kerusakan era Jokowi."
834,834,Asik bocorin dong 😅
835,835,"tumbangkan mulyono, dan adili dia rame rame. itu yang ditunggu tunggu"
836,836,Bongkar abis
837,837,Kalau lihat mas pram..saya teringat  dengan idola saya dahulu...Dina mariana
838,838,Pokoknya sampai kapanpun Tidak aka milih  Jokowi dan kelompok yg didukung
839,839,"Ayo pilih :
DKI          :  PRAM  SI  DUL
JATENG  :  ANDIKA
JATIM     :  RISMA"
840,840,"Tempo Jaya selalu, selalu menyuarakan kebenaran, terima kasih Tempo"
841,841,Sdh terungkap gaya permainannya ...trmksh tempo..kita lbh percya andA...
842,842,cari masalah sendiri cape sendiri kejebak sendiri percaya pasti rahsia yang disimpan sampe segitunya mengkampanye orang. akhir hidupnya ga pernah tenang gelisah terus 24 jam
843,843,"Kami percaya Pak Prabowo itu berani dan tegas, adapun deklarasi mendukung salah satu calon Cagub Jateng, kemungkinan permintaan Jokowi, biasalah sein kiri msk kanan.
Awas pak Presiden jgn sampai ketularan."
844,844,"Jauh lah pa anies itu beda level sama jokowi, pa jokowi itu level nya putin, xj jin ping bukan anies yg ecek2"
845,845,Ikut kemana arah Abah Anies 💪🏽💪🏽❤❤
846,846,"12:34 permasalah korupsi di indonesia salah satunya adalah pemodal besar dalam kampanye, lalu pada saat jadi minta balas budi yg lebih besar. dari cerita ini malah menunjukan RK bersikeras ga mau diperalat partai setelah diberi amanat oleh rakyat. dia tidak mau memulus2kan project2 untuk si partai tersebut"
847,847,JAKARTA MENYALA TANPA MULYONO 🔥🔥🔥
848,848,"luar biasa teman2 Wartawan TEMPO,, Rakyat bersama anda semua,, berani bersuara luar biasa"
849,849,sebutkan makhluk yang kalau dia mati akan aman demokrasi Indonesia ini ?
850,850,Dukung 😊pramono dan Bang Dul..
851,851,"WES WAYAE JOKOWER MINGGIR
OJO NGRECOKI WONG SEHAT JASMANI SEHAT ROHANI
OJO MERACUNI ORANG ORANG YG SEHAT PIKIRANE
SEHAT UNTUK NEGRI TERCINTA INI👤"
852,852,"Ini keren sih msh muda muda sudah pintar-pintar, semoga makin bnyak anak muda yg pintar dan berani"
853,853,"Terserah para penguasa bang,kan negara ini punya dia. Tapi mudah2an hukum alam berlaku di pilkada ini. Sama kaya rencana pak jokowi ngrubah syarat batas usia gubernur biar kaesang bisa masuk. Tapi tangan Tuhan lebih berkuasa."
854,854,kalo anis kemaren menang jadi presiden apakah koruptor akan ditindak seperti sekarang?
855,855,jangan2 selama ini hutang negara turunnya ke suksesi parpol di pilkada... 😢
856,856,UDAH MASYARAKAT  JAKARTA  SATUKAN DUKUNGAN UTK PRAM RANO SATU PUTARAN  KIM PLUSS KAPOK UTK 2029 PILPRES RAKYAT TDK PILIH PARTAI PILIH ORANG YG AKAN PIMPIIN JKT 2025 SD 2029 OK OK OK
857,857,"Masyarakat cerdas, tdk akan memilih calon"" Gubernur,walikota dan bupati yg haus kekuasaan, pilih sesuai hati nurani, jgn gara"" money politik, sembako dll, bisa membuat iman kita goyah.
Kami percaya tdk ada lagi efek Jokowi di bangsa ini, biarlah demokrasi berjalan sesuai koridornya,jgn di obok"" lagi. 🙏"
858,858,Mereka punya Intregritas Bangsa namun yang memiliki hak penuh adalah Prabowo Subianto Jokowidodo sudah pensiun namun masih ikut campur urusan Pilkada di Republik Indonesia ini itulah intinya 😊  😅
859,859,"Pak prabowo hanya membuktikan kata2nya sendiri saat debat;
""Kalau pak jokowi adalah diktator, mas anies tidak akan bisa jadi gubernur DKI""

Beliau lupa saat itu beliau masih oposisi, sehingga ada yg membela anies, tapi sekarang beliau pak prabowo sudah koalisi, dan membuktikan diri kalau mereka memang benar-benar diktator, dengan tidak memberikan ruang bagi anies untuk maju pilgub DKI"
860,860,Semoga BP.prabowo ga ikut campur dalam pilkada..karena tidak adil kalau memihak
861,861,Dukung calon yg didukung pak Presiden Prabowo agar tegak lurus dengan program pemerintah pusat..
862,862,"Jangan dukung gibran utk 2029 keluarga mulyono dinasti, saat jangan dukung utk partai politik mendukung yg tdk jelas utk bangsa ini"
863,863,Jakarta Menyala 🔥🔥🔥🇮🇩 Jateng Perkasa ❤
864,864,Bocor Alus..makin alluusss ajjjaaahh.....😅
865,865,Permainan yg sangat seru......
866,866,Politik pengkhianat cuma merugikan masyarakat setempat.
867,867,No Mulyono
868,868,Tumbangkan yg ada PSI nya
869,869,Dari dulu... tempo selalu kritis is the best.
870,870,Saatnya rakyat cerdas
871,871,"Hah sama aja, mantan dan bukan mantan ga ada bedanya. Pilih pangrekun aja ,coba yg baru n fresh 😅😅😅"
872,872,Mulyono kang titip
873,873,"Ini MASUKAN utk partai Bu Mega memang BERAT lawan Orang Berkuasa saat ini SEMUA cawe2 raja jawa weeess EDAN partai 1 musuh Semua Partai itu 99% berat dari Jakarta,jawa tengah,jawa timur,Medan Semoga saja bisa menang Semua Amin tapi maaf liat pergerakan baju coklat semua aparat yg ada pengalaman KAMI di lapangan berat menang lebih2 kpu kpps yg ada SEMUA terima vulus saat ini Sulit2 utk ambil kemenangan SEMOGA rakyat sadar terima ampau pilih yg lain tapi vefty2 rumus matematika Jakarta bisa menang utk lain BERAT🙏💪👍💯💯💯"
874,874,Cica cantik sekaliiiii ❤
875,875,"Udah punya harta, kekuasaan ratusan miliar, apalagi yg dicari mulyonoooo ini, serakahhhhh banget, berarti benar agenda global dan kepentingan oligarki ya"
876,876,Kang gibah
877,877,"Sudah benar2 muak melihat kelakuan manusia manusia rakus serakah ga punya malu...Lebih baik netral,hancur2lah sekalian negeri ini"
878,878,"JOKOWI HRS TURUN TANGAN. DEMI PIK 2. DEMI GIBRAN JADI PRESIDEN.

DEMI ANAK MANTUNYA CUCUNYA.
DUIT NEGARA HBS BUAT ORG INI😢😢😢"
879,879,"Dengan Dukungan Pa Prabowo dan Pa Jokowi, Aku Hakul Yakin ,  RIDO pasti Menang 1 Putaran.. 
BRAVO RIDO ❤❤❤"
880,880,Dominasi Mulyono harus dihempaskan jangan lagi diberi ruang.... sebab negara ini kacau karena dinasti keluarga Mulyono.
881,881,Harus di kalahkan ambisius kekuasaan jahat
882,882,"Politik memang penting, tapi jangan jadi korban politik. Diperlukan kecerdasan dalam menentukan pilihan. Jangan sampai tergiur dengan pencitraan, kita lihat dari track record calon. Politisi yang pikirannya ke kiri, omongannya ke kanan, tindakannya ke selatan ya jangan dipilih."
883,883,👍👍👍
884,884,"Jokowi bukan pemimpin yg baik...dia telah merusak tatanan negara, demokrasi di acak acak dan sangat memalukan. Tidak tau malu....masih aja ingin berkuasa."
885,885,Kembalikan Ridwan kamil ke Jabar dan pilih bang rano si doel anak betawi jakarta.
886,886,"RK kalau jadi ,dia dan wakilnya,, akan di jadikan menteri,,trus siapa lagi yg akan menggantikan gubernur Jakarta?  Pasti kalian juga tahu siapa yg akan jadi gubernur...😊"
887,887,Lawan Jokowi
888,888,Soalnya pake kampanye cinta di ridwan Kamil 😅😅
889,889,Tumbangkan dinasti wiwi
890,890,Masih ikut arahan IB HRS
891,891,Buat jateng jgn pilih mantan sambo lebih baik pilih rambo
892,892,Pram sakit bgt kayanya sm jokowi 😅
893,893,"Jokowi : ""pulang ke solo jadi rakyat biasa""...(teori nya perkataan jokowi adalah sebaliknya)...beberapa hari kemudian balik dari solo..kampanye pulak.."
894,894,Ingat ingat...  apa yg dikatakan Jokowi harus ditafsirkan secara terbalik. Jokowi banyak ngibulnya
895,895,persaingan yang mengaburkan tujuan  kekuasaan
896,896,Ternyata jokowi ini pemarah ...cawe2 ke Jakarta segala ...minta ampun ...
897,897,Anies hebat
898,898,jangan pilih petugas partaj.. mereka takut sama ibu ketua
899,899,"Masih percayakah sama Jokowi, ha..ha politik juga perlu kecerdasan"
900,900,"Anies ok bgt..kami skluarga dukung sesuai endorse dr anies💪💪💪💪from jak-tim....pks mampus aje walaupun serink bagi"" sembako di wliyah ane.."
901,901,"Mainkan ""bocor tipis"" bang Erwan n mba Ica bang Pramono... 🎶"
902,902,Jokowi. PKS dan FPI akan menang kan 01 . Satu putaran. PDI-p. Sama anis keok😅
903,903,p
904,904,Jangan pilih yg di dukung kim+jokowi
905,905,Tumbangkan calon yg didukung mulyono 😂
906,906,"Bocor Alus keren👍👍.
021. PRAM-DUL
024. ANDIKA-HENDI
Siap memenangkan...🎯🎯"
907,907,"Cerdas stlh menyimak.
Keren buat BA Tempo👍👍👍"
908,908,"Partai yg mau dukung Abah Anies, itu smua palsu. Jgn percaya sblm terjadi."
909,909,Luar biasa bocor Alus memang diisi oleh jusrnalis-jurnalis yg luar biasa dan hebaaat
910,910,"Arah demokrasi terpimpin yang norak , mundurnya demokrasi di negri yg kaya sumber alam tapi rakyatnya masih banyak yang miskin dan manutan..."
911,911,Musnahkan Mulyono 😂
912,912,MANTAN ADALAH MAUT
913,913,Kalo si intinya jgn pilih paslon yg didukung jokowi 😂
914,914,Yg satu di dukung mulyono yg satu di usung pdip. 😂 kelemahan demokrasi lu bebas memilih tapi pilihannya terbatas sudah mereka tentukan😅
915,915,"Stevanus pramono
Ganteng .sesudah di potong rambutnya...he..he.."
916,916,gulingkan dinasti
917,917,"RK lebih ja'im, males kalau cuman 10 orang 
merindukan jembatan guelis, 
konstruksi jalan melambai, 
perumahan lestari euy  😁"
918,918,Pak Pramono Anung itu contoh orang yang sukses karena loyalitas dan pergaulannya yang baik.. hal itu kadang yang gabisa dibeli pakao uang.. salut Pak
919,919,"Jika dia kembali, mahasiswa & rakyat spontan beraksi ini pukulan dahsyat. Seketika terdiam & sembunyi bisa terjadi. Di internal pun akan ribut dan pecah cari selamat sendiri2."
920,920,"Anies di manfaatkan buat dorong. Anies tdk dimajukan megawati, anehnya anak abah fanatik, mulyono itu dulu di dukung pdip. Pdip yg plg banyak dpt jatah kue kekuasaan. 
Sebenarnya semua hampir sama saja, pilihan di batasi itu itu saja. 
Jangan terlalu fanatik gw si ogah milih pdpip😅"
921,921,Coba besok kita lihat bersama2 hasilmya
922,922,Sudah turun aja masih disudutkan. Cari cuan gini amat nih media.
923,923,"Anak abah dan banteng lgh mesra
disaksikan tempo😂"
924,924,Betul sekali partai coklat di Jawa Timur sangat agresif untuk
925,925,Jahat betul partai coklat bikingan joko wi untuk dukung lutfi
926,926,Iya krena PDIP sllu hujat2 mknx bp presiden Jokowi
927,927,Jokowi ingin gibran jadi
928,928,Jokowi sama kaya Suharto
929,929,Mulyono perlu dihentikan dan kejar terusss pertanggungjawaban
930,930,Jokowi udah tamat
931,931,Tempo is the best...
932,932,"Setiap muncul berita di TV yg ada keluarga mulyono jg konco"" nya malas liat nya, mana msh lama lg, 5 thn"
933,933,"Joko w uda ga beres jd suara ny dia uda ga ngaruh lg, ok lh saat pilpres kelompok ny menang dan mereka senang"" tp menang dgn penuh kecurangan ga akan abadi,"
934,934,Lagi lagu pilisi 😂😂
935,935,Tempo ini yg disindir Mr Q makin ngaco
936,936,Kmaruk bngt y😅😅😅
937,937,Coba analisa pilkada jawa timur versi tempo donk.. Pengen tau
938,938,"NgeRI y bgmana negara yg aslinya Berlandaskan Pancasila dan 5 silanya, tapi nyatanya dlm pemilu dan instrumen2 lainya lbih condong menjalankan PRAKTIK KAPITALISME

Sgala hal bergantung dengan para kaum kapitalis"
939,939,"Hahahahaha Mas ""Pram"" terlihat cantik dengan gaya rambut barunya.....😅😅😅"
940,940,"Akar dari semua politik nir etika adalah Mulyono. MK bermanuver loloskan anaknya,RUU Pilkada yg hampir saja lolos juga disiapkan untuk anaknya,dan Presiden ""nurut"" memberi dukungan dgn video jg karena ulahnya. Istilah parcok jg muncul karena anaknya,dan pertama kali dlm sejarah anak maju pilpres saat bapaknya masih menjabat jg dilakukan olehnya.
Sederet manuver politik tak tahu malu ini,konyolnya masih banyak yg membela meskipun dgn pemahaman dungu."
941,941,Tempo the best
942,942,"wong jowo wes ora njawani,hawa nafsu keserakahan lah yg mengubur karakter wong jowo yg andap asor,rendah hati,nduwe toto kromo"
943,943,mantan preman  insyaf. byk yg jadi tauladan....mantan presiden  tdk menjadi bpk bangsa malah...hahaha pilih yg tdk didukung mantan...
944,944,Terimakasih buat yang sudah mendukung .
945,945,Sy anak abah dari jabar akan GOLPUT dlm pilgub jabar.
946,946,Pram....jgn terlalu tendensius dong kepada anies .....anda kan jurnalis jd wajib profesional lah
947,947,"gak elok sih, Presiden dan Wapres bukannya sibuk ngurusin negara, tapi ngurusin main monopoli di pilkada. rebutan lahan becek. mending mrk urus itu Papi Poodle."
948,948,Nyalon d jakarta.... Pergi ke Solo 😁😁
949,949,"*Jakarta Menyala* 🔥
*Jateng Perkasa* 💪
*Jatim resik-resik* 🧹
*Sumut tolak dinasti* 🤛
*Banten Airin* 🤝
*Bali memerah lagi* 🐂
*Tenggelamkan semua calon² yang didukung oleh perusak demokrasi dan perusak aturan konstitusi hanya demi mempertahankan kekuasaan dinasti'nya!!!*"
950,950,Sumber Logistik nya sedang urusan sama kepolisian 😂 zonk
951,951,*Partai Coklat adalah maut......*
952,952,#01 Jateng Perkasa
953,953,#01 Jateng Perkasa
954,954,Jawa timur jgn lupa bu Risma
955,955,JATENG PERKASA!!!!
956,956,*MANTAN YG TAK MOVE ON ADALAH MAUT!!!!!!!!!*
957,957,yang tahu parcok absen 👇😅
958,958,"Di jatim parcok juga bergerak , setuju listyo sigit dicopot"
959,959,Perbincangan yg sangat  menarik.
960,960,Lingas = tidak jinak. Lingas = lawannya jinak.
961,961,Sadis banget ya seorang Joko Widodo bermain drama Politik.
962,962,Andhika keren....swmoga jd next presiden
963,963,"Jgn biarkan FIRAUN Mulyono punya jalan di 2029 utk dinastinya,musuh kita saat ini cuman 1 yaitu FIRAUN Mulyonk,mari bersatu padu gagalkan ambisi dan kerakusannya utk berkuasa kembali dgn jalan lain di 2029...💪🔥"
964,964,Halu
965,965,"*Takkan pernah terlupakan kesombongan PDIP dan Megawati serta tdk konsistennya PKS pada saat last minute pendaftaran Paslon gubernur, saya anak Abah bersama paguyuban keluarga besar tetap DUKUNG GERCOS.*

*Walau ada Paslon gubernur yg merapat ke Anies, bagi saya gak ngaruh. Tak ada pilihan lain selain DUKUNG GERCOS.*"
966,966,suka dengan ulasannya. telebih langsung menyebutkan nama2 yang dibahas. keren
967,967,"Ahok itu Kuda Trojan nya Jokowi di PDIP. 
Bisa merusak PDIP dari dalam.

Contoh Waktu Pilpres kemarin."
968,968,"Kaum nasionalis dan agamis...
Yg bisa membawa Anies ke RI 1di 2029...."
969,969,tumbangkan mulyono
970,970,"4:03
Epic...,di luar dugaan"
971,971,MANTAN ADALAH MAUT
972,972,"Walau campur tangn tangan, tdk berpengaruh,, warga tdk oke dg cawe2 cengeng tdk jntan main ramai2."
973,973,.
974,974,"Salam Dari Boyolali, siap menangkan Andika-Hendi"
975,975,BOCOR ALUS SEPERTI BAN MOBIL INFONYA PALING KEREN
976,976,Jokowi benar benar presiden tdk negarawan..
977,977,Saya warga denpasar mendukung KOSTER GIRI dari PDIP karna jujur saja . Sangat terbantu desa saya dengan bantuan cawagub nya jadi satu desa saya pilih dr PDIP . Yg satu nya cuma bisa bawa bawa nama satu jalur doang tp planga plongo di debat wkwk ga ada visi misi nya
978,978,kalo andhika sama anies jadi di 2029 gw bakal dukung sih
979,979,"Jateng Perkasa, Jakarta Menyala ❤"
980,980,Gak laku lo Mulyono di Jakarta.
981,981,"Segitu nya Mulyono ya, Tuhan tolong tegur Jokowi yg rakus kekuasaan"
982,982,"...    
Jeddah sll"
983,983,The Downfall of Mulyono.. Here we goo!!!
984,984,"King Mulyono memang hebring ya, ga ada yang nyangka kan bakal kayak sekarang"
985,985,Kereeenn wlp Pa Pramono Anung orh PDI tp pribadi dia sgt baik
986,986,jokowi oh jokowi 😂
987,987,semoga benar kalau pdi mau usung abah di 2029. bismillah jateng ANIES pada waktunya
988,988,Adili simulyono Indonesia aman dari kerakusan kekuasaan.MUI sudah menyarankan jangan pilih pilkada yang didukung dinasty .
989,989,"Alasan yg tepat knp prabowo mendukung lutfi secara terang2an krn lutfi sdh pnya KTA gerindra, jadi sangat wajar kalau PS mendukung kader nya sendiri, bukan krn jokowi yg meminta, emang PS anak kecil yg bisa di suruh2 hahahaha, info nya gak akurat banget.."
990,990,Gue simpatisan PKS ....ttp anis....
991,991,Partai coklat di kepung partai ijo lumut di Sumatra dan Jawa Tengah
992,992,"Sejarah memalukan tercipta dalam pilkada tahun 2024 kali ini, baru kali ini mantan presiden turun langsung menjadi juru kampanye untuk memenangkan salah satu Paslon di Jakarta dan Jateng. Sungguh miris dan memalukan apa yang dilakukan oleh mantan presiden. Baru kali ini mantan presiden turun level. Memalukan😂😂😂😂😂"
993,993,"Sudah cukup besar kerusakan di era mulyono, 5th kedepan pemerintahan sekarang belum tentu optimal memberbaiki negara ini!!!"
994,994,Kalian kesel gak sih lihat sikap dan kata pejabat kita? Serius mau dilanjutkan? Gak pengen ada yg berubah kah? Jangan pilih siapapun yg didukung keberlanjutan
995,995,"Ikhtiar & Berdoa yaa gaess,,supaya Negara kita tercinta ini selalu dilindungi Allah Azza WaaJalla dr kedzaliman pemimpin² yang sudah melampaui batas😔"
996,996,"Saya mah Prano aja, soalnya saya kan anak Abah Anis biar Mulyono kalah kalo g curang biasanya kan curang, kebetulan jg saya orang Betawi ya pilih si Doel lah"
997,997,kalau RK kalah malu nya kek gimana ya kkkkkkkkkk kkkkkkk kkkkk ngumpet ke afrika sih kalau gue jadi RK
998,998,mulyonoo panikkk
999,999,"Dari obrolan ini,menurut saya,jokowi & anies adalah pemain politik yg mementingkan kelompoknya"",hanya prabowo yg berpolitik layaknya seorang petarung,,ketika pertandingan itu sudah selesei maka dia akan sll berangkulan & menghormati apaun hasilnya"
1000,1000,"BISMILLAH... WONOGIRI SIAP MENANGKAN ANDIKA -HENDI, SEJALAN DENGAN ABAH ANIES YANG ANTITESIS MULYONO 😊"
1001,1001,Bisa nih  dapat infonya
1002,1002,"Apa pun yg terjadi:
Pram
Andika
Risma
Edy
🔥🔥🔥🔥"
1003,1003,Sang Mukidi
1004,1004,"Ngaco ini orng, tidak masuk akal,, emng RK ketum partai, justru RK berkomtmen utk mendukung PS di pilpres 2029, artinya apabila RK menang tetap lanjut pimpin jakarta di pilkada 2029, knp gak di bahas knp anis mendukung pram di pilkada 2024?"
